datetime,x_stere,y_stere,data_gap_minutes,longitude,latitude,u,v,speed
2020-01-25 01:00:00,1193.0929341586623,-290814.28645403724,30.0,90.23506,87.31586,,,
2020-01-25 02:00:00,1147.4232058914297,-290881.66907555977,30.0,90.22601,87.31524,-0.012519150001035687,-0.018866292355216703,0.02264213117135708
2020-01-25 03:00:00,1102.9550541512053,-290950.1237589948,30.0,90.2172,87.31461,-0.011475025684003949,-0.018559432099258023,0.02182037429320403
2020-01-25 04:00:00,1064.8030209666013,-291015.2969866744,30.0,90.20964,87.31401,-0.011846237700169631,-0.016903077824196467,0.02064091537649827
2020-01-25 05:00:00,1017.662142709984,-291071.825919329,30.0,90.20032,87.31349,-0.01125939202910762,-0.014490974667246014,0.01835108322884232
2020-01-25 06:00:00,983.7353983570264,-291119.6320042786,30.0,90.19361,87.31305,-0.006821211086495933,-0.013270340254465635,0.014920819386207516
2020-01-25 07:00:00,968.5494228872133,-291167.37236916117,30.0,90.19059,87.31261,-0.0053168477765060135,-0.014318426722731804,0.01527370989945721
2020-01-25 08:00:00,945.4540943661831,-291222.72467668226,30.0,90.18601,87.3121,-0.0070803632208483215,-0.013119461736189098,0.014908112542722216
2020-01-25 09:00:00,917.5708076971054,-291261.8324936617,30.0,90.1805,87.31174,-0.005966879513798694,-0.008599415801953808,0.010466785718026493
2020-01-25 10:00:00,902.4925618668325,-291284.64047045633,30.0,90.17752,87.31153,-0.0016282991619197655,-0.009940396629018425,0.010072876615094095
2020-01-25 11:00:00,905.847053731283,-291333.40334939066,30.0,90.17815,87.31108,0.003171497157959967,-0.013688724872263264,0.014051319612458719
2020-01-25 12:00:00,925.3273414041442,-291383.1992895366,30.0,90.18195,87.31062,0.010127186280327199,-0.01471967544091361,0.017866973639715338
2020-01-25 13:00:00,978.7627949496389,-291439.38501256524,30.0,90.19242,87.3101,0.017421347921314282,-0.014542837850506961,0.022693556269161946
2020-01-25 14:00:00,1050.761046437607,-291487.9077220603,30.0,90.20654,87.30965,0.0206278179479231,-0.010613477106663697,0.02319811995801239
2020-01-25 15:00:00,1127.2830841746852,-291515.8020477332,30.0,90.22156,87.30939,0.022028687774492507,-0.006086553933289704,0.0228540854957909
2020-01-25 16:00:00,1209.3675984139531,-291531.73091037996,30.0,90.23768,87.30924,0.02546816428382676,-0.0015493985213429875,0.025515250885811976
2020-01-25 17:00:00,1310.6538670182379,-291526.9577170869,30.0,90.25759,87.30928,0.029450694665420656,0.003896282316143495,0.029707312772496424
2020-01-25 18:00:00,1421.4126000049819,-291503.67767770373,30.0,90.27938,87.30949,0.03193321849957376,0.012500137149044247,0.03429262125423537
2020-01-25 19:00:00,1540.573040215169,-291436.95672961377,30.0,90.30287,87.3101,0.033333753996601115,0.01959548902217648,0.038666811938976295
2020-01-25 20:00:00,1661.41562878051,-291362.59015674406,30.0,90.32671,87.31078,0.029500548937390014,0.020338636012101133,0.035832143425143854
2020-01-25 21:00:00,1752.976992564377,-291290.51855032664,30.0,90.3448,87.31144,0.02391070221970261,0.017605712318658737,0.02969314376900269
2020-01-25 22:00:00,1833.5726847623687,-291235.8290280497,30.0,90.36072,87.31194,0.024279135170808482,0.014604985433074438,0.028333407916145664
2020-01-25 23:00:00,1927.7867657941981,-291185.3626552085,30.0,90.37932,87.3124,0.03154518678418229,0.012856082061059877,0.034064316450057454
2020-01-26 00:00:00,2060.698029608481,-291143.2652372101,30.0,90.40553,87.31278,0.03850877208011029,0.014574424268891259,0.04117449902412327
2020-01-26 01:00:00,2205.049924770992,-291080.4268004725,30.0,90.43403,87.31335,0.04483466574709079,0.016901490064564213,0.0479145867044256
2020-01-26 02:00:00,2383.507622987535,-291021.5745087452,30.0,90.46925,87.31388,0.053718973279390965,0.016851488252327223,0.05630009543961931
2020-01-26 03:00:00,2591.826532382607,-290959.09608505573,30.0,90.51037,87.31444,0.06096521291528543,0.02162103615919477,0.06468559646786363
2020-01-26 04:00:00,2822.45715597759,-290865.903048399,30.0,90.55596,87.31528,0.06501748993245554,0.02983666484692852,0.0715367078240598
2020-01-26 05:00:00,3059.952459896287,-290744.27209815785,30.0,90.60299,87.31638,0.0676694461389809,0.03383290817245627,0.07565592915404777
2020-01-26 06:00:00,3309.6771681782525,-290622.30610955734,30.0,90.65247,87.31748,0.0682219339551843,0.04232605614867579,0.08028528695649274
2020-01-26 07:00:00,3551.150384373614,-290439.5244938874,30.0,90.70051,87.31914,0.07033309617245335,0.0487360926483719,0.0855684003814157
2020-01-26 08:00:00,3816.0754606199166,-290271.40624248906,30.0,90.7532,87.32066,0.08423806978057231,0.03845409255486124,0.09260005202252537
2020-01-26 09:00:00,4157.664486793735,-290162.6550274924,30.0,90.82092,87.32162,0.10204131563931261,0.030527198865505246,0.10650981160426455
2020-01-26 10:00:00,4550.772933222967,-290051.6104106574,30.0,90.89887,87.32259,0.1098105988683143,0.03333971550540203,0.11476020326663323
2020-01-26 11:00:00,4948.300798645598,-289922.6090758535,30.0,90.97781,87.32372,0.11310730608384789,0.03490588856161695,0.11837095820268279
2020-01-26 12:00:00,5365.145537026672,-289800.2880130138,30.0,91.06061,87.32478,0.11783614185852292,0.030188463232156612,0.12164168545536193
2020-01-26 13:00:00,5796.721020026963,-289705.25214058196,30.0,91.14628,87.32558,0.12198217094431697,0.02864207349188089,0.12529971429417897
2020-01-26 14:00:00,6243.417167825754,-289594.06508387224,30.0,91.23506,87.32652,0.13376214710564693,0.033013738882493475,0.1377759737882995
