latitude,longitude,datetime
84.96998,132.06770,2019-10-07 01:30:00
84.96860,132.15417,2019-10-07 04:30:00
84.96749,132.19040,2019-10-07 05:30:00
84.96452,132.26289,2019-10-07 07:30:00
84.96263,132.29768,2019-10-07 08:30:00
84.95803,132.36909,2019-10-07 10:30:00
84.95375,132.44916,2019-10-07 12:30:00
84.94953,132.54837,2019-10-07 14:30:00
84.94461,132.66042,2019-10-07 16:30:00
84.93884,132.77525,2019-10-07 18:30:00
84.93270,132.89249,2019-10-07 20:30:00
84.92982,132.95454,2019-10-07 21:30:00
84.91746,133.30139,2019-10-08 01:30:00
84.91376,133.40326,2019-10-08 02:30:00
84.89708,133.74284,2019-10-08 06:00:00
84.89426,133.78549,2019-10-08 06:30:00
84.88821,133.86537,2019-10-08 07:30:00
84.88179,133.93204,2019-10-08 08:30:00
84.86864,134.02367,2019-10-08 10:30:00
84.84916,134.07027,2019-10-08 13:30:00
84.83870,134.06447,2019-10-08 15:30:00
84.83455,134.05952,2019-10-08 16:30:00
84.82764,134.05644,2019-10-08 18:30:00
84.81998,134.05750,2019-10-08 20:30:00
84.81598,134.05103,2019-10-08 21:30:00
84.80794,134.02292,2019-10-08 23:30:00
84.80195,133.97520,2019-10-09 01:30:00
84.79869,133.92770,2019-10-09 03:30:00
84.79796,133.89357,2019-10-09 05:30:00
84.79691,133.87775,2019-10-09 07:30:00
84.79512,133.86481,2019-10-09 09:30:00
84.79143,133.82321,2019-10-09 12:30:00
84.79062,133.81003,2019-10-09 13:30:00
84.79001,133.78844,2019-10-09 15:30:00
84.79132,133.77461,2019-10-09 17:30:00
84.79239,133.76729,2019-10-09 18:30:00
84.79471,133.74467,2019-10-09 20:30:00
84.79552,133.72444,2019-10-09 21:30:00
84.79647,133.66365,2019-10-09 23:30:00
84.79681,133.62398,2019-10-10 00:30:00
84.79810,133.53487,2019-10-10 02:30:00
84.80043,133.44179,2019-10-10 04:30:00
84.80195,133.39900,2019-10-10 05:30:00
84.80306,133.36165,2019-10-10 06:30:00
84.80347,133.32974,2019-10-10 07:30:00
84.80276,133.27469,2019-10-10 09:30:00
84.80165,133.25160,2019-10-10 10:30:00
84.79859,133.20021,2019-10-10 12:30:00
84.79592,133.15501,2019-10-10 14:30:00
84.79386,133.13365,2019-10-10 16:30:00
84.79217,133.14603,2019-10-10 18:30:00
84.78963,133.19601,2019-10-10 20:30:00
84.78529,133.26276,2019-10-10 22:30:00
84.76996,133.37755,2019-10-11 02:30:00
84.76251,133.41100,2019-10-11 04:30:00
84.75668,133.45293,2019-10-11 06:30:00
84.74864,133.52173,2019-10-11 08:30:00
84.74364,133.55080,2019-10-11 09:30:00
84.73482,133.57935,2019-10-11 11:30:00
84.73114,133.58455,2019-10-11 12:30:00
84.72589,133.59821,2019-10-11 14:30:00
84.72414,133.61360,2019-10-11 15:30:00
84.72292,133.63484,2019-10-11 16:30:00
84.72134,133.68729,2019-10-11 18:30:00
84.72015,133.71532,2019-10-11 19:30:00
84.71893,133.73810,2019-10-11 20:30:00
84.71775,133.75533,2019-10-11 21:30:00
84.71705,133.76601,2019-10-11 23:30:00
84.72081,133.75348,2019-10-12 01:30:00
84.72843,133.75110,2019-10-12 03:30:00
84.73260,133.75334,2019-10-12 04:30:00
84.73643,133.75430,2019-10-12 05:30:00
84.74236,133.74484,2019-10-12 07:30:00
84.74428,133.73210,2019-10-12 08:30:00
84.74551,133.71158,2019-10-12 09:30:00
84.74688,133.64590,2019-10-12 11:30:00
84.74869,133.54933,2019-10-12 13:30:00
84.75156,133.45686,2019-10-12 15:30:00
84.75297,133.42171,2019-10-12 16:30:00
84.75395,133.39449,2019-10-12 17:30:00
84.75431,133.36191,2019-10-12 19:00:00
84.75407,133.35133,2019-10-12 19:30:00
84.75021,133.23492,2019-10-12 23:00:00
84.74979,133.21141,2019-10-12 23:30:00
84.74888,133.11209,2019-10-13 01:30:00
84.74889,133.02618,2019-10-13 03:30:00
