latitude,longitude,datetime
85.13412,135.43327,2019-10-10 08:01:18
85.12788,135.32903,2019-10-10 12:02:30
85.12403,135.28743,2019-10-10 16:01:14
85.11755,135.40741,2019-10-10 20:01:14
85.10098,135.55751,2019-10-11 00:01:47
85.08434,135.62297,2019-10-11 04:01:35
85.06889,135.73985,2019-10-11 08:01:16
85.05217,135.76782,2019-10-11 12:01:47
85.04524,135.82375,2019-10-11 16:01:45
85.03975,135.94409,2019-10-11 20:01:18
85.05375,135.95967,2019-10-12 04:01:03
85.06441,135.93669,2019-10-12 08:01:04
85.06817,135.77751,2019-10-12 12:01:41
85.07404,135.60672,2019-10-12 16:02:03
85.07336,135.49767,2019-10-12 20:00:59
85.07055,135.28264,2019-10-13 00:01:58
85.06968,135.11525,2019-10-13 04:01:12
85.06348,135.00908,2019-10-13 08:01:20
85.04557,134.89836,2019-10-13 16:01:33
85.02557,134.85968,2019-10-13 20:01:03
85.00813,134.66261,2019-10-14 00:01:31
84.99609,134.52692,2019-10-14 04:01:27
84.98437,134.46684,2019-10-14 08:01:12
84.97330,134.37193,2019-10-14 12:01:30
84.97014,134.31705,2019-10-14 16:01:28
84.96682,134.36565,2019-10-14 20:01:06
84.96513,134.33963,2019-10-15 00:01:43
84.96952,134.30881,2019-10-15 04:02:03
84.97089,134.32094,2019-10-15 08:01:12
84.97074,134.24139,2019-10-15 12:01:41
84.97443,134.16414,2019-10-15 16:02:40
84.97361,134.12271,2019-10-15 20:01:29
84.97131,133.95303,2019-10-16 00:01:35
84.97446,133.78175,2019-10-16 04:01:32
84.97163,133.71498,2019-10-16 08:01:38
84.96807,133.57846,2019-10-16 12:02:51
84.97052,133.45085,2019-10-16 16:01:26
84.96869,133.39273,2019-10-16 20:01:27
84.96453,133.25414,2019-10-17 00:01:25
84.96441,133.11650,2019-10-17 04:01:19
84.96320,133.10857,2019-10-17 08:01:32
84.95964,133.06592,2019-10-17 12:01:41
84.96239,133.05338,2019-10-17 16:01:42
84.96625,133.14905,2019-10-17 20:01:28
84.97363,133.17525,2019-10-18 00:01:45
84.99203,133.20863,2019-10-18 04:01:26
85.01077,133.29282,2019-10-18 08:01:39
85.03000,133.29050,2019-10-18 12:01:30
85.08303,133.39455,2019-10-18 20:01:12
85.10577,133.39563,2019-10-19 00:02:00
85.13018,133.38719,2019-10-19 04:01:21
85.14124,133.36931,2019-10-19 08:01:22
85.16931,133.13416,2019-10-19 16:01:26
85.17715,133.02414,2019-10-19 20:01:24
85.18229,132.89867,2019-10-20 00:01:38
85.19346,132.81119,2019-10-20 04:01:15
85.20199,132.77405,2019-10-20 08:01:16
85.21201,132.70033,2019-10-20 12:01:28
85.23028,132.67462,2019-10-20 16:01:12
85.24835,132.77965,2019-10-20 20:01:22
85.26461,132.77855,2019-10-21 00:01:36
85.29510,132.73708,2019-10-21 04:01:26
85.31824,132.69417,2019-10-21 08:01:26
85.34090,132.50964,2019-10-21 12:01:32
85.39270,132.12318,2019-10-21 20:01:06
85.41817,131.87299,2019-10-22 00:01:57
85.44971,131.63588,2019-10-22 04:01:13
85.47403,131.40501,2019-10-22 08:01:24
85.49189,131.10922,2019-10-22 12:03:05
85.50798,130.82687,2019-10-22 16:01:19
85.52194,130.59932,2019-10-22 20:01:05
85.53429,130.35695,2019-10-23 00:01:46
85.54784,130.11899,2019-10-23 04:01:25
85.55588,129.92671,2019-10-23 08:01:18
85.56158,129.74748,2019-10-23 12:01:57
85.56909,129.59117,2019-10-23 16:01:18
85.57493,129.44746,2019-10-23 20:01:17
