latitude,longitude,datetime
84.72086,137.61819,2019-10-08 17:00:00
84.72030,137.61800,2019-10-08 17:10:00
84.71975,137.61789,2019-10-08 17:20:00
84.71920,137.61780,2019-10-08 17:30:00
84.71864,137.61766,2019-10-08 17:40:00
84.71809,137.61739,2019-10-08 17:50:00
84.71748,137.61714,2019-10-08 18:01:00
84.71694,137.61691,2019-10-08 18:10:00
84.71635,137.61665,2019-10-08 18:20:00
84.71574,137.61630,2019-10-08 18:30:00
84.71513,137.61601,2019-10-08 18:40:00
84.71449,137.61575,2019-10-08 18:50:00
84.71385,137.61545,2019-10-08 19:00:00
84.71321,137.61505,2019-10-08 19:10:00
84.71256,137.61456,2019-10-08 19:20:00
84.71191,137.61394,2019-10-08 19:30:00
84.71125,137.61313,2019-10-08 19:40:00
84.71059,137.61223,2019-10-08 19:50:00
84.70994,137.61099,2019-10-08 20:00:00
84.70930,137.60945,2019-10-08 20:10:00
84.70866,137.60786,2019-10-08 20:20:00
84.70805,137.60619,2019-10-08 20:30:00
84.70744,137.60425,2019-10-08 20:40:00
84.70688,137.60242,2019-10-08 20:50:00
84.70627,137.60059,2019-10-08 21:00:00
84.70573,137.59853,2019-10-08 21:10:00
84.70518,137.59644,2019-10-08 21:20:00
84.70464,137.59430,2019-10-08 21:30:00
84.70410,137.59206,2019-10-08 21:40:00
84.70358,137.58955,2019-10-08 21:50:00
84.70308,137.58685,2019-10-08 22:00:00
84.70258,137.58401,2019-10-08 22:10:00
84.70210,137.58105,2019-10-08 22:20:00
84.70162,137.57794,2019-10-08 22:30:00
84.70116,137.57465,2019-10-08 22:40:00
84.70071,137.57121,2019-10-08 22:50:00
84.70029,137.56754,2019-10-08 23:00:00
84.69990,137.56374,2019-10-08 23:10:00
84.69953,137.55988,2019-10-08 23:20:00
84.69920,137.55577,2019-10-08 23:30:00
84.69894,137.55165,2019-10-08 23:40:00
84.69865,137.54759,2019-10-08 23:50:00
84.69839,137.54340,2019-10-09 00:01:00
84.69817,137.53964,2019-10-09 00:10:00
84.69793,137.53578,2019-10-09 00:20:00
84.69771,137.53181,2019-10-09 00:30:00
84.69748,137.52788,2019-10-09 00:40:00
84.69727,137.52388,2019-10-09 00:50:00
84.69707,137.51985,2019-10-09 01:00:00
84.69688,137.51587,2019-10-09 01:10:00
84.69670,137.51196,2019-10-09 01:20:00
84.69654,137.50807,2019-10-09 01:30:00
84.69640,137.50427,2019-10-09 01:40:00
84.69628,137.50056,2019-10-09 01:50:00
84.69618,137.49701,2019-10-09 02:00:00
84.69611,137.49356,2019-10-09 02:10:00
84.69607,137.49023,2019-10-09 02:20:00
84.69602,137.48703,2019-10-09 02:30:00
84.69601,137.48395,2019-10-09 02:40:00
84.69600,137.48102,2019-10-09 02:50:00
84.69600,137.47812,2019-10-09 03:00:00
84.69601,137.47533,2019-10-09 03:10:00
84.69608,137.47255,2019-10-09 03:20:00
84.69614,137.47021,2019-10-09 03:30:00
84.69624,137.46783,2019-10-09 03:41:00
84.69633,137.46599,2019-10-09 03:50:00
84.69643,137.46426,2019-10-09 04:00:00
84.69654,137.46286,2019-10-09 04:10:00
84.69666,137.46161,2019-10-09 04:20:00
84.69672,137.46049,2019-10-09 04:30:00
