latitude,longitude,datetime
84.91700,131.28760,2019-10-05 04:11:00
84.61080,130.60060,2019-10-16 22:16:00
84.61020,130.56660,2019-10-16 23:01:00
84.60940,130.51981,2019-10-17 00:01:00
84.60900,130.47560,2019-10-17 01:00:00
84.60880,130.43739,2019-10-17 02:00:00
84.60900,130.40660,2019-10-17 03:00:00
84.60900,130.38300,2019-10-17 04:00:00
84.60920,130.37019,2019-10-17 05:00:00
84.60940,130.36639,2019-10-17 06:00:00
84.60920,130.36600,2019-10-17 07:00:00
84.60860,130.36481,2019-10-17 08:00:00
84.60760,130.35840,2019-10-17 09:00:00
84.60660,130.35040,2019-10-17 10:00:00
84.60580,130.33820,2019-10-17 11:00:00
84.60520,130.32581,2019-10-17 12:00:00
84.60520,130.31580,2019-10-17 13:00:00
84.60580,130.31039,2019-10-17 14:01:00
84.60680,130.31239,2019-10-17 15:00:00
84.60800,130.32381,2019-10-17 16:01:00
84.60920,130.34160,2019-10-17 17:01:00
84.61080,130.36481,2019-10-17 18:01:00
84.61220,130.38940,2019-10-17 19:00:00
84.61320,130.40820,2019-10-17 20:00:00
84.61460,130.42081,2019-10-17 21:00:00
84.61620,130.42641,2019-10-17 22:00:00
84.61860,130.42641,2019-10-17 23:00:00
84.62180,130.42419,2019-10-18 00:00:00
84.62580,130.42239,2019-10-18 01:00:00
84.62980,130.42360,2019-10-18 01:57:00
84.63540,130.43120,2019-10-18 03:00:00
84.64020,130.44260,2019-10-18 04:00:00
84.64620,130.46159,2019-10-18 05:14:00
84.65160,130.48300,2019-10-18 06:19:00
84.65620,130.50240,2019-10-18 07:19:00
84.65940,130.51401,2019-10-18 08:00:00
84.66360,130.52240,2019-10-18 09:00:00
84.66780,130.52440,2019-10-18 10:00:00
84.67260,130.52161,2019-10-18 11:00:00
84.67800,130.51601,2019-10-18 12:00:00
84.68400,130.51241,2019-10-18 13:00:00
84.69060,130.51260,2019-10-18 14:00:00
84.69780,130.52000,2019-10-18 15:00:00
84.70520,130.53360,2019-10-18 16:00:00
84.71220,130.55280,2019-10-18 17:00:00
84.71980,130.57980,2019-10-18 18:18:00
84.72400,130.59560,2019-10-18 19:00:00
84.72920,130.61320,2019-10-18 20:00:00
84.73400,130.62460,2019-10-18 21:00:00
84.73900,130.62601,2019-10-18 22:00:00
84.74440,130.62160,2019-10-18 23:00:00
84.75020,130.61220,2019-10-19 00:00:00
84.75620,130.60539,2019-10-19 01:00:00
84.76240,130.59801,2019-10-19 02:00:00
84.76880,130.59500,2019-10-19 03:00:00
84.77440,130.59560,2019-10-19 04:00:00
84.77880,130.59660,2019-10-19 05:00:00
84.78200,130.59380,2019-10-19 06:00:00
84.78340,130.54680,2019-10-19 06:35:00
84.78420,130.58659,2019-10-19 07:00:00
84.78620,130.57500,2019-10-19 08:00:00
84.78820,130.55820,2019-10-19 09:00:00
84.79080,130.53560,2019-10-19 10:00:00
84.79380,130.50819,2019-10-19 11:00:00
84.79740,130.47740,2019-10-19 12:00:00
84.80120,130.44600,2019-10-19 13:00:00
84.80540,130.41780,2019-10-19 14:00:00
84.80920,130.39500,2019-10-19 15:00:00
84.81300,130.37740,2019-10-19 16:00:00
84.81600,130.36259,2019-10-19 17:01:00
84.81800,130.35001,2019-10-19 18:00:00
84.81940,130.33560,2019-10-19 19:00:00
84.82020,130.31841,2019-10-19 20:00:00
84.82100,130.29739,2019-10-19 21:00:00
84.82160,130.27299,2019-10-19 22:00:00
84.82280,130.24561,2019-10-19 23:00:00
84.82460,130.21899,2019-10-20 00:00:00
84.82680,130.19341,2019-10-20 01:01:00
84.82940,130.17120,2019-10-20 02:00:00
84.83220,130.15359,2019-10-20 03:00:00
84.83480,130.14140,2019-10-20 04:01:00
84.83720,130.13400,2019-10-20 05:00:00
84.83920,130.12880,2019-10-20 06:00:00
84.84100,130.12421,2019-10-20 07:01:00
84.84240,130.11800,2019-10-20 08:02:00
84.84380,130.10921,2019-10-20 09:01:00
84.84560,130.09660,2019-10-20 10:00:00
84.84780,130.08260,2019-10-20 11:00:00
84.85080,130.06880,2019-10-20 12:00:00
