datetime,longitude,latitude,data_gap_minutes,day_count,x,y,u,v,speed,speed_flag,bearing
2019-12-11 08:00:00,119.30019,85.5682,60.0,13.0,-431561.8846717728,-242183.11656686466,,,,False,
2019-12-11 09:00:00,119.2856,85.5708,60.0,14.0,-431370.4571840365,-241931.2738580204,-0.03522434856982856,0.07750271429328016,0.08513181223840238,False,335.5585927764304
2019-12-11 10:00:00,119.27081,85.5732,60.0,15.0,-431199.24364864395,-241688.95260224259,-0.0330856816071127,0.07130193445761032,0.07860425042454507,False,335.1076525153497
2019-12-11 11:00:00,119.25799,85.5754,60.0,16.0,-431039.10494174657,-241472.46477285566,-0.03186904291162253,0.06820272147537855,0.0752811205598781,False,334.9547560607223
2019-12-11 12:00:00,119.2442,85.5776,60.0,17.0,-430882.97511230403,-241248.76593360482,-0.034690804720929676,0.06510281356014236,0.07376874857032843,False,331.94854949948046
2019-12-11 13:00:00,119.22901,85.5796,60.0,18.0,-430752.13047572155,-241025.53073617906,-0.03806051224981585,0.062002797885151915,0.07275266000845179,False,328.456253202631
2019-12-11 14:00:00,119.21239,85.5816,60.0,19.0,-430627.20749178616,-240791.6341928994,-0.03971846048354019,0.062002357417463724,0.07363320194386132,False,327.3565390632279
2019-12-11 15:00:00,119.1958,85.5836,60.0,20.0,-430502.05897692434,-240558.05574430994,-0.03894767433659935,0.062002209081224405,0.07322018346864248,False,327.86436207721204
2019-12-11 16:00:00,119.17981,85.5856,60.0,21.0,-430374.2944781297,-240329.0767692492,-0.035621780732448524,0.05890165888443836,0.06883543187842564,False,328.83583477893546
2019-12-11 17:00:00,119.16599,85.5874,60.0,22.0,-430256.83266638266,-240127.36050007422,-0.03464832589118898,0.058902790579777056,0.0683377291483051,False,329.53472568183986
2019-12-11 18:00:00,119.1508,85.5894,60.0,23.0,-430125.541458968,-239904.55694647343,-0.034123177953327546,0.05580174977855572,0.06540815355888746,False,328.55390923709825
2019-12-11 19:00:00,119.13741,85.591,60.0,24.0,-430025.62482353026,-239717.0847417624,-0.03271179180218286,0.049602244179714705,0.059417539082104356,False,326.59586376801485
2019-12-11 20:00:00,119.12339,85.5926,60.0,24.0,-429928.2777135776,-239524.9450009919,-0.03174777921132641,0.04340143223722962,0.05377365344751985,False,323.8148467071652
2019-12-11 21:00:00,119.1108,85.5938,60.0,24.0,-429863.8915515466,-239365.31323400556,-0.02955468832530955,0.03720148307659059,0.04751241885132817,False,321.53464290529405
2019-12-11 22:00:00,119.09861,85.595,60.0,24.0,-429797.7859676741,-239208.72186362644,-0.0365088280055981,0.0341034553512948,0.049959385396941204,False,313.04900189706365
2019-12-11 23:00:00,119.08018,85.596,60.0,24.0,-429777.17263826064,-239016.21529719024,-0.043642215661659434,0.031001250535156268,0.05353242496471011,False,305.388084517581
2019-12-12 00:00:00,119.062,85.597,60.0,24.0,-429755.43783967715,-238825.62189240893,-0.04477815422143749,0.024801556542129614,0.05118789214639818,False,298.981027673679
2019-12-12 01:00:00,119.04261,85.5976,60.0,24.0,-429777.6934893566,-238647.6628417784,-0.04506835309746819,0.01860044061113114,0.04875584930904483,False,292.426734017597
2019-12-12 02:00:00,119.02418,85.5982,60.0,24.0,-429795.8822435179,-238476.91740904332,-0.0450499891384984,0.0186011957052325,0.04873916292924186,False,292.4357903705808
2019-12-12 03:00:00,119.0048,85.5988,60.0,24.0,-429817.9568208818,-238299.0583447732,-0.04809580841151892,0.012401225587898957,0.0496688753933436,False,284.45845884930213
2019-12-12 04:00:00,118.98381,85.599,60.0,24.0,-429885.70211413456,-238130.7649501458,-0.0491042355002916,0.00619995013137567,0.04949409384663632,False,277.1961440036623
2019-12-12 05:00:00,118.96358,85.5992,60.0,24.0,-429950.22529558506,-237968.1569983209,-0.048851778747966354,0.006200510739842666,0.04924370640269842,False,277.23358655995594
2019-12-12 06:00:00,118.9428,85.5994,60.0,24.0,-430016.9699921669,-237801.40531444046,-0.05213956721867796,1.005557852429284e-06,0.0521395672283745,False,270.00110499998505
2019-12-12 07:00:00,118.91981,85.5992,60.0,24.0,-430131.8909807796,-237639.63545292834,-0.049580230940699424,-0.012402438046741033,0.05110792276776995,False,255.95572969161623
2019-12-12 08:00:00,118.90118,85.5986,60.0,24.0,-430267.7609666278,-237532.1266632501,-0.04361823680499517,-0.024801345593846058,0.05017626256749324,False,240.37742376460324
2019-12-12 09:00:00,118.8832,85.5976,60.0,24.0,-430440.0017565836,-237451.00060573933,-0.03928950889730786,-0.037202659314737485,0.05410825601957669,False,226.56274851180495
2019-12-12 10:00:00,118.86821,85.5962,60.0,24.0,-430638.9405509996,-237413.81411607345,-0.0355343084645995,-0.04340194065120066,0.05609291871838772,False,219.3080874585159
2019-12-12 11:00:00,118.85339,85.5948,60.0,24.0,-430837.1849591279,-237377.8180619885,-0.03936559596002451,-0.05270110193934427,0.06578036402232093,False,216.75824685728531
2019-12-12 12:00:00,118.8352,85.5928,60.0,24.0,-431108.0587572489,-237348.67805320388,-0.04530797626648538,-0.05890185784302005,0.07431178621674858,False,217.56789219491245
2019-12-12 13:00:00,118.81541,85.591,60.0,24.0,-431366.0272687494,-237296.58497402244,-0.054936971677392324,-0.05579922732713507,0.07830469096668413,False,224.55387116757794
2019-12-12 14:00:00,118.78917,85.5892,60.0,24.0,-431650.7158373374,-237195.75090024012,-0.07045653661961057,-0.0557982652388021,0.08987530225868637,False,231.62243113808185
2019-12-12 15:00:00,118.7564,85.5874,60.0,24.0,-431962.42124829936,-237045.4765359318,-0.07901588960031741,-0.06510218763480863,0.10238068980118946,False,230.51445985053644
