datetime,longitude,latitude,data_gap_minutes,day_count,x,y,u,v,speed,speed_flag,bearing
2019-10-07 03:00:00,135.76974,84.87042,10.0,13.0,-399508.6560628769,-410389.89061344374,,,,False,
2019-10-07 04:00:00,135.80539,84.86892,10.0,14.0,-399369.89605997206,-410758.3822102089,0.09980009182196603,-0.052376825484669,0.11270931716377454,False,117.69127090652978
2019-10-07 05:00:00,135.8416,84.86704,10.0,15.0,-399256.3498674579,-411161.1787116615,0.10133534017647988,-0.06136462955671575,0.11846716392872689,False,121.19742109395224
2019-10-07 06:00:00,135.87833,84.86496,10.0,16.0,-399154.25368671055,-411583.63685948384,0.09936001825545962,-0.06818508084232597,0.12050567819484606,False,124.45957473873136
2019-10-07 07:00:00,135.91309,84.86264,10.0,17.0,-399084.5758760972,-412011.64587607764,0.09428613348798459,-0.07252365491535663,0.11895190410580143,False,127.5670114116507
2019-10-07 08:00:00,135.94614,84.86028,10.5,18.0,-399029.9377575043,-412431.0201885432,0.09163134958108127,-0.07329717018756093,0.1173404422335053,False,128.6567924663447
2019-10-07 09:00:00,135.97896,84.85791,10.0,19.0,-398977.38099498604,-412849.6690146049,0.09494567028291133,-0.07313981291243744,0.11985037562868822,False,127.608258373622
2019-10-07 10:00:00,136.01436,84.85556,10.0,20.0,-398904.3159363901,-413284.7500943374,0.10886050471599892,-0.07313486235838412,0.13114616875533122,False,123.89406717300096
2019-10-07 11:00:00,136.05714,84.85319,10.0,21.0,-398779.12117099547,-413772.87303620414,0.12774421081667284,-0.074684561966252,0.14797421124393767,False,120.31232668743922
2019-10-07 12:00:00,136.10606,84.85074,10.0,22.0,-398615.21222033456,-414310.1898617844,0.14079535976379337,-0.08057594064140039,0.16222150147641493,False,119.78212482329457
2019-10-07 13:00:00,136.15816,84.84799,10.0,23.0,-398450.8356250872,-414893.7835937451,0.1484793788721817,-0.08522563326502078,0.17120027603859958,False,119.85537978415266
2019-10-07 14:00:00,136.21254,84.84524,10.0,24.0,-398269.193242368,-415493.269375672,0.15626697104623713,-0.09157745397175485,0.1811237044561379,False,120.37166974990197
2019-10-07 15:00:00,136.27016,84.84208,10.0,24.0,-398094.86249674845,-416148.3494999125,0.16379022755206046,-0.1053702685861162,0.19475659717572089,False,122.75417014484651
2019-10-07 16:00:00,136.32986,84.83844,10.0,24.0,-397941.46455682,-416856.681257308,0.16402699163893975,-0.11978724594085888,0.2031104090789456,False,126.14027621168782
2019-10-07 17:00:00,136.38757,84.83435,10.0,24.0,-397836.15632942785,-417587.6792380995,0.1591574461790805,-0.12536496706119632,0.20260174639055248,False,128.22675928250175
2019-10-07 18:00:00,136.4437,84.83035,10.0,24.0,-397734.3946799245,-418300.6420561409,0.15734270389225868,-0.1276866894094706,0.2026341953384907,False,129.06000708858102
2019-10-07 19:00:00,136.50002,84.82611,10.0,24.0,-397648.65969547787,-419034.5473743797,0.15470182077554998,-0.12629501679513463,0.19970749765232582,False,129.22741123253746
2019-10-07 20:00:00,136.55418,84.8222,10.5,24.0,-397552.37110270554,-419726.96828949783,0.15803320037238078,-0.11466380027337736,0.19524927532021732,False,125.96342989787672
2019-10-07 21:00:00,136.61279,84.81871,10.0,24.0,-397390.28493024025,-420416.39448989066,0.17825506762617316,-0.10365226667284438,0.20620053714971262,False,120.17726726255927
2019-10-07 22:00:00,136.68129,84.81551,10.0,24.0,-397132.3116583851,-421150.94774035976,0.20978149937231622,-0.10333469008530277,0.23385109718349129,False,116.22404911483181
2019-10-07 23:00:00,136.76228,84.81204,10.0,24.0,-396801.8081264003,-421993.93519986985,0.24101380169593434,-0.1151139245388987,0.2670933698740469,False,115.53025064975867
2019-10-08 00:00:00,136.85292,84.80808,10.0,24.0,-396435.87930947344,-422943.4847448502,0.2608587850837745,-0.12550631455382483,0.2894808124008679,False,115.69348311405997
2019-10-08 01:00:00,136.94791,84.80394,10.0,24.0,-396049.4637325583,-423937.67524664686,0.2714476763394661,-0.13310174220165422,0.30232418819408274,False,116.12057583872308
2019-10-08 02:00:00,137.04593,84.79949,10.0,24.0,-395661.9351674688,-424977.9827287737,0.27760354204376486,-0.1425582188140601,0.31206821739273893,False,117.18193564233678
2019-10-08 03:00:00,137.14513,84.79474,10.0,24.0,-395285.995751662,-426050.8805254886,0.2733735865769274,-0.15434795153595238,0.3139369490539104,False,119.44926735543345
2019-10-08 04:00:00,137.23997,84.78953,10.0,24.0,-394974.870740075,-427131.37694775907,0.25956701523276793,-0.16674652652976107,0.30851165214070647,False,122.71679481705064
2019-10-08 05:00:00,137.32919,84.78398,10.0,24.0,-394728.96087277646,-428201.18615207437,0.2430131414761009,-0.17712888688266704,0.30071586173392334,False,126.08778522988138
2019-10-08 06:00:00,137.41211,84.7781,10.0,24.0,-394552.78867854906,-429254.991663882,0.21484811873630047,-0.1847338850290954,0.28334841168157354,False,130.69008889797675
2019-10-08 07:00:00,137.48122,84.77206,10.0,24.0,-394490.1611784851,-430227.2704690144,0.1768502220207736,-0.18984151576675748,0.259452890015542,False,137.0290479240731
2019-10-08 08:00:00,137.53711,84.76585,10.0,24.0,-394538.0462983482,-431122.9942990594,0.14176871060953733,-0.18921530123049976,0.23643349493597454,False,143.15777982087172
2019-10-08 09:00:00,137.58131,84.75985,10.0,24.0,-394656.8897954624,-431921.40709635994,0.10792087161694726,-0.18115428449236576,0.2108643860885536,False,149.2160471730861
2019-10-08 10:00:00,137.61322,84.75416,10.0,24.0,-394844.2291487955,-432610.0231825942,0.07148147278743253,-0.1803758872315521,0.1940233533532241,False,158.38198655215768
