datetime,latitude,longitude,flag_date,flag_gaps,flag_position,x,y,speed,x_anom,y_anom,anom_dist,flag_outlier
2020-12-27 02:30:15,87.37085,-2.6835,False,True,False,13747.512494630473,293310.382816559,0.1057031035064202,,,,False
2020-12-27 04:30:13,87.37589,-2.49245,False,True,False,12744.934688241181,292792.34713032836,0.15673678678981096,,,,False
2020-12-27 06:30:14,87.37734,-2.22288,False,True,False,11360.964668613655,292687.28117324936,0.18548867685906228,,,,False
2020-12-27 08:30:15,87.37103,-2.00122,False,True,False,10253.168917016024,293433.2021915184,0.1744350116600859,,,,False
2020-12-27 10:30:13,87.36086,-1.89674,False,True,False,9755.657409780451,294586.3924185277,0.12890170116847469,,,,False
2020-12-27 12:30:14,87.35258,-1.91244,False,True,False,9867.23321962893,295507.7534011078,0.06517656604961684,,,,False
2020-12-27 14:30:15,87.34887,-1.95513,False,True,False,10101.541099271115,295914.3433021146,0.035489800973261654,,,,False
2020-12-27 16:30:13,87.34675,-1.93652,False,True,False,10013.425265121186,296154.19622833957,0.035489800973261654,,,,False
2020-12-27 18:30:14,87.34313,-1.90768,False,True,False,9877.809881813231,296563.18987928727,0.059846018125842955,,,,False
2020-12-27 20:30:15,87.33871,-1.8935,False,True,False,9820.721412551018,297058.89968488825,0.0693036495913146,,,,False
2020-12-27 22:30:13,87.33392,-1.89602,False,True,False,9851.482913501732,297593.0325825367,0.06768057130032326,,,,False
2020-12-28 00:30:14,87.32973,-1.92222,False,True,False,10003.257453939901,298056.09401405277,0.043937713043671736,,,,False
2020-12-28 02:30:15,87.32724,-1.9512,False,True,False,10163.478531760771,298328.8713944052,0.027876566062512844,,,,False
2020-12-28 04:30:13,87.32553,-1.93933,False,True,False,10108.13501043167,298521.80172074086,0.027876566062512844,,,,False
2020-12-28 06:30:14,87.32372,-1.91646,False,True,False,9995.736109381032,298727.8061774455,0.032593452161965526,,,,False
2020-12-28 08:30:15,87.3218,-1.89225,False,True,False,9876.588644026124,298946.2754277184,0.03456211191131843,,,,False
2020-12-28 10:30:13,87.31979,-1.86966,False,True,False,9766.044885792666,299174.4653317993,0.033583000400626034,,,,False
2020-12-28 12:30:14,87.31792,-1.84633,False,True,False,9650.952141658345,299387.1146699321,0.030835090938371303,,,,False
2020-12-28 14:30:15,87.31613,-1.82785,False,True,False,9560.763532744362,299589.98318324576,0.028607002073631895,,,,False
2020-12-28 16:30:13,87.31429,-1.83063,False,True,False,9581.862981533233,299794.87004248105,0.028607002073631895,,,,False
2020-12-28 18:30:14,87.31244,-1.85198,False,True,False,9700.250125715467,299997.74334322,0.032623546057052547,,,,False
2020-12-28 20:30:15,87.3103,-1.91728,False,True,False,10050.14577011366,300225.3133739391,0.05416781732748364,,,,False
2020-12-28 22:30:16,87.30856,-1.98176,False,True,False,10394.728185922188,300407.98636289843,0.05416781732748364,,,,False
2020-12-29 00:30:14,87.3121,-1.96606,False,True,False,10298.84996562421,300015.77712807705,0.056077533443200434,,,,False
2020-12-29 02:30:15,87.31812,-1.93412,False,True,False,10108.915201444426,299349.6563518355,0.0830056364587923,,,,False
2020-12-29 04:30:16,87.32333,-1.90791,False,True,False,9952.6079910213,298772.8181407012,0.06058233184917359,,,,False
2020-12-29 06:30:14,87.32721,-1.8982,False,True,False,9887.62366583989,298341.4932203334,0.03062868934578329,,,,False
2020-12-29 08:30:15,87.32913,-1.90812,False,True,False,9932.138880766279,298125.5062745325,0.03062868934578329,,,,False
2020-12-29 10:30:16,87.33006,-1.96155,False,True,False,10206.590838308297,298012.3305700258,0.036582112109567605,,,,False
2020-12-29 12:30:14,87.33156,-2.00062,False,True,False,10403.95590661478,297837.911655235,0.030224247503041594,,,,False
