datetime,x,y,sigma_x_regrid,longitude,latitude,u,v,speed,speed_flag,bearing
2020-02-18 23:00:00,-197476.01277,52554.57677,2.9103830456733704e-11,75.09721662677067,88.17036705145604,-0.14104396002320993,0.17402032351349084,0.22400105279834925,False,320.975136337384
2020-02-19 00:00:00,-196737.17691,52902.73403,2.9999541770795335e-11,74.949155012548,88.17595240650408,-0.15219462353867202,0.17038577351322845,0.22846118981082822,False,318.2276399135394
2020-02-19 01:00:00,-196006.76544,53294.2226,5.866064565124215e-11,74.78901291146275,88.18135094231783,-0.1619212716428549,0.17121730086094392,0.23565623761009638,False,316.5983890959004
2020-02-19 02:00:00,-195241.7162,53704.27797,0.0,74.62025496878645,88.1869901524905,-0.1751066748752209,0.18549575256262718,0.25509022287150035,False,316.65025426409323
2020-02-19 03:00:00,-194384.64885,54155.62816,5.820766091346741e-11,74.43214527557093,88.19330810925653,-0.1932953173928424,0.20942672728958922,0.2849958487929739,False,317.29381001841017
2020-02-19 04:00:00,-193415.65197,54640.26449,2.9103830456733704e-11,74.2249199994089,88.20048999994626,-0.20642190569036306,0.2271157234212061,0.3069064270652847,False,317.73279433340076
2020-02-19 05:00:00,-192406.95339,55141.3314,0.0,74.00838575970383,88.20794937783229,-0.21401360945363074,0.23632255877749336,0.3188262486347587,False,317.83602488500185
2020-02-19 06:00:00,-191355.46276,55652.7691,2.9999541770795335e-11,73.78374700932817,88.21572493843826,-0.22120175070356302,0.24077381483742039,0.3269590867764431,False,317.4259431722063
2020-02-19 07:00:00,-190297.58318,56186.4963,7.275957614183426e-12,73.55045017736325,88.22347118241483,-0.2244997713290952,0.24404354258446395,0.331598247890412,False,317.3885238153408
2020-02-19 08:00:00,-189212.55179,56705.44383,1.4551915228366852e-11,73.31695943085296,88.23145858479866,-0.22354333523629594,0.2377635121313702,0.3263481429847751,False,316.76563214325785
2020-02-19 09:00:00,-188195.69004,57236.81362,1.4551915228366852e-11,73.08367089338576,88.23879998353155,-0.21972352928734457,0.22591440438984478,0.31514401062578495,False,315.79591114643256
2020-02-19 10:00:00,-187196.02424,57745.70581,7.275957614183426e-12,72.85619835580503,88.24602414018956,-0.21298632902520204,0.21975933653250873,0.30603487112556316,False,315.8966769475877
2020-02-19 11:00:00,-186231.69452,58235.77219,2.9103830456733704e-11,72.63522204711325,88.25296875680397,-0.20551586400375763,0.20954804581879283,0.29350835399300973,False,315.5565883411276
2020-02-19 12:00:00,-185314.41413,58707.6891,3.253907165344266e-11,72.42177506031526,88.25953465876493,-0.19836563604656476,0.19979078490880947,0.2815409087479764,False,315.205081877301
2020-02-19 13:00:00,-184429.03348,59162.87815,7.275957614183426e-12,72.2143099992765,88.26584999988758,-0.1931876201940807,0.19458050948937677,0.2741952429736844,False,315.2058094221669
2020-02-19 14:00:00,-183555.51692,59604.22072,2.9999541770795335e-11,72.01032908055258,88.27207968959432,-0.19104173168219613,0.19230609954964453,0.2710693253913655,False,315.1889737569153
2020-02-19 15:00:00,-182687.30261,60043.5047,7.275957614183426e-12,71.80595073904237,88.2782479653423,-0.19189392178237016,0.19296729484833786,0.2721390344991026,False,315.1597967901379
2020-02-19 16:00:00,-181804.21747,60482.97137,2.9103830456733704e-11,71.5986500014338,88.28451999988212,-0.19242695680264743,0.1965292035072761,0.27504883481944126,False,315.60426529337155
2020-02-19 17:00:00,-180907.2893,60911.45926,2.9103830456733704e-11,71.39162778526192,88.2909182477836,-0.1921689839461319,0.1954151062941588,0.2740729504326286,False,315.47985654324896
2020-02-19 18:00:00,-180029.27452,61345.28804,7.275957614183426e-12,71.18336737199294,88.29711828167987,-0.18991164498275703,0.19004439541441687,0.26866950911573123,False,315.020018208278
2020-02-19 19:00:00,-179171.06838,61764.40677,5.999908354159067e-11,70.97974437072699,88.30317089706959,-0.18543670556171415,0.17810753074834218,0.2571168300186775,False,313.8450541531487
2020-02-19 20:00:00,-178381.78682,62189.60917,1.4551915228366852e-11,70.77980749885786,88.30860123859671,-0.18163865253981548,0.17011485894197442,0.24886073480830131,False,313.12360459605
2020-02-19 21:00:00,-177583.98627,62596.09656,7.275957614183426e-12,70.58309403690444,88.3141385010055,-0.17740616620943517,0.16594497537048947,0.2429211449418146,False,313.088155110962
2020-02-19 22:00:00,-176830.30494,62997.08534,2.9999541770795335e-11,70.39118805066502,88.31930015086317,-0.17222559276847016,0.15841051738989578,0.23399903167360628,False,312.6073836716937
2020-02-19 23:00:00,-176093.42836,63381.44022,7.275957614183426e-12,70.20463609590689,88.32435169700798,-0.1670299624975567,0.15353083783950125,0.22687160805097326,False,312.588644137509
2020-02-20 00:00:00,-175382.92432,63754.27211,2.9999541770795335e-11,70.02305013613264,88.32919869356854,-0.163648987757518,0.1462421745339745,0.2194715580809635,False,311.7850325575042
2020-02-20 01:00:00,-174701.29264,64129.08657,7.275957614183426e-12,69.84290000129114,88.33377999990768,-0.16190468764880475,0.1393532783366756,0.21361756497497114,False,310.7189674155603
2020-02-20 02:00:00,-174039.3346,64502.83981,5.866064565124215e-11,69.66417630626209,88.33818286358769,-0.16059295069743817,0.1350051544201738,0.2098010665695596,False,310.052649979831
2020-02-20 03:00:00,-173388.01183,64875.4834,0.0,69.48598010188365,88.34248376039935,-0.16128465777932002,0.14019817357917472,0.21370135401987694,False,310.9991014931637
2020-02-20 04:00:00,-172686.97477,65236.71033,0.0,69.30472093664781,88.34722108474256,-0.16082149144384833,0.1491342473333574,0.2193275537590086,False,312.8406185190934
2020-02-20 05:00:00,-171974.32754,65579.21484,2.9103830456733704e-11,69.12657921898915,88.3520986392775,-0.15797489369711332,0.15132708662268604,0.21876003790529058,False,313.7687351571139
2020-02-20 06:00:00,-171263.6597,65911.26713,2.9103830456733704e-11,68.95064924766719,88.35697724140307,-0.153258276515369,0.14836817881387881,0.2133101399488745,False,314.07117757518074
2020-02-20 07:00:00,-170581.02781,66225.35638,2.9103830456733704e-11,68.78209438305234,88.36166446773088,-0.14594381814608312,0.1416315575053838,0.20336935889277374,False,314.1409006490756
2020-02-20 08:00:00,-169932.74078,66521.76723,0.0,68.62167440093036,88.36610878724905,-0.14222291754313243,0.13676245895808004,0.19731023403447975,False,313.8787179693835
2020-02-20 09:00:00,-169290.81592,66819.9599,5.820766091346741e-11,68.46059424781099,88.37048137877518,-0.1415019523804188,0.13791248988264293,0.19759214911807704,False,314.2639974586536
2020-02-20 10:00:00,-168635.06617,67104.87268,0.0,68.30092999920937,88.37499999987168,-0.13639860472182314,0.14249563725560635,0.1972551292284728,False,316.25236933396366
2020-02-20 11:00:00,-167974.44656,67353.10589,0.0,68.1505802129738,88.37966865706957,-0.12704725115774765,0.15058021370718308,0.1970162551335314,False,319.8450681921204
2020-02-20 12:00:00,-167288.33281,67550.40589,1.4551915228366852e-11,68.01132716430222,88.3847085510749,-0.11609155552658229,0.16148070211026433,0.1988800302157194,False,324.28692195950464
2020-02-20 13:00:00,-166583.39477,67692.83556,1.4551915228366852e-11,67.88513999968892,88.3900799999419,-0.10049644202187548,0.17143417491890647,0.19871892509064756,False,329.62073808321054
2020-02-20 14:00:00,-165872.41475,67756.06764,0.0,67.7808181163658,88.395761951364,-0.08083574512194495,0.17849512248540586,0.19594623354507248,False,335.63547860199276
2020-02-20 15:00:00,-165173.57075,67745.64862,0.0,67.69910019952853,88.4015883864847,-0.06368574679699678,0.17927253616803263,0.1902485652224735,False,340.44265105216533
2020-02-20 16:00:00,-164504.19516,67690.5017,0.0,67.6337200016088,88.4073199998935,-0.05135476018050415,0.17465521076825422,0.1820487683059141,False,343.61481346018087
2020-02-20 17:00:00,-163869.95491,67609.06798,1.4551915228366852e-11,67.58005441460085,88.41284850370268,-0.04546262484431708,0.1656615370431472,0.17178648117134582,False,344.6540740424946
2020-02-20 18:00:00,-163276.74764,67538.18021,2.9103830456733704e-11,67.52794000175494,88.41799999991451,-0.04560980071218944,0.14990411870413334,0.15668917871208762,False,343.0771017701395
2020-02-20 19:00:00,-162747.07985,67499.97493,0.0,67.47358318345916,88.42251254220035,-0.05352793993246281,0.13279045840102527,0.14317313363815073,False,338.04559694915366
2020-02-20 20:00:00,-162245.95245,67527.8889,1.4551915228366852e-11,67.40258335528954,88.42656029869426,-0.06725132084917432,0.1244944166336789,0.14149770291039573,False,331.62228296900435
2020-02-20 21:00:00,-161733.4765,67602.58092,1.4551915228366852e-11,67.31567928608418,88.43053790557892,-0.07850719038701312,0.12381153741851615,0.14660380534078696,False,327.6217788976084
2020-02-20 22:00:00,-161205.47679,67705.62666,1.4551915228366852e-11,67.2177977792884,88.4345417534671,-0.09212946962526802,0.12731319534410507,0.15715116570410617,False,324.1088346370192
2020-02-20 23:00:00,-160631.47413,67859.20664,1.4551915228366852e-11,67.09823980862505,88.4387444678486,-0.106903959957377,0.13542421236212834,0.1725345587077305,False,321.71241509543444
2020-02-21 00:00:00,-160007.74883,68035.21712,1.4551915228366852e-11,66.96482623969825,88.44327151157825,-0.10784985830815294,0.14200137632313403,0.17831428101740196,False,322.78337740486313
2020-02-21 01:00:00,-159386.73738,68173.74467,5.820766091346741e-11,66.8423775304474,88.44789973961541,-0.0981866353635944,0.14317391990673334,0.1736069892184158,False,325.55822536791834
