datetime,latitude,longitude,check_dates,check_dups,check_speed,x,y,flag_date,flag_duplicate,flag,flag_position_pass_one,flag_position_pass_two
2019-10-08 17:00:26,84.81419,133.89081,False,False,False,-417270.77584563545,-401419.7513571779,False,False,0,0,0
2019-10-08 17:30:26,84.81258,133.8914,False,False,False,-417396.09229359735,-401548.58332218166,False,False,0,0,0
2019-10-08 18:00:27,84.81088,133.89192,False,False,False,-417529.13305311516,-401683.8693774802,False,False,0,0,0
2019-10-08 18:30:25,84.80901,133.89233,False,False,False,-417676.61113084917,-401831.5058041832,False,False,0,0,0
2019-10-08 19:00:54,84.80695,133.89301,False,False,False,-417837.4689717414,-401995.8102775363,False,False,0,0,0
2019-10-08 19:30:27,84.80489,133.8931,False,False,False,-418002.46402413846,-402155.8141502764,False,False,0,0,0
2019-10-08 20:00:24,84.80287,133.89096,False,False,False,-418179.9004227652,-402296.44866481144,False,False,0,0,0
2019-10-08 20:30:28,84.80084,133.88705,False,False,False,-418370.58387966204,-402424.91957139614,False,False,0,0,0
2019-10-08 21:00:54,84.79874,133.88243,False,False,False,-418571.90409582213,-402553.59307186556,False,False,0,0,0
2019-10-08 21:30:26,84.79671,133.87636,False,False,False,-418777.80864114844,-402666.22538072185,False,False,0,0,0
2019-10-08 22:00:25,84.79468,133.86899,False,False,False,-418992.8802590892,-402769.311898563,False,False,0,0,0
2019-10-08 22:30:26,84.79271,133.85979,False,False,False,-419216.02577617473,-402854.32174179493,False,False,0,0,0
2019-10-08 23:00:28,84.79085,133.8494,False,False,False,-419438.7274182746,-402922.0565348347,False,False,0,0,0
2019-10-08 23:30:54,84.78921,133.83781,False,False,False,-419652.2028387285,-402963.933730517,False,False,0,0,0
2019-10-09 00:00:26,84.78787,133.82585,False,False,False,-419844.1673569618,-402979.8521266441,False,False,0,0,0
2019-10-09 00:30:26,84.78666,133.81375,False,False,False,-420026.67545449815,-402984.6401877535,False,False,0,0,0
2019-10-09 01:00:25,84.78561,133.80138,False,False,False,-420198.21940393216,-402975.0330984811,False,False,0,0,0
2019-10-09 01:30:25,84.78468,133.78902,False,False,False,-420360.04350673174,-402956.17929465906,False,False,0,0,0
2019-10-09 02:00:54,84.7839,133.77745,False,False,False,-420504.2397525863,-402931.49405394704,False,False,0,0,0
2019-10-09 02:30:26,84.78333,133.76674,False,False,False,-420625.4756616218,-402896.87406996125,False,False,0,0,0
2019-10-09 03:00:27,84.78302,133.75635,False,False,False,-420723.5112426811,-402844.51103864337,False,False,0,0,0
2019-10-09 03:30:26,84.78288,133.74692,False,False,False,-420801.09117799794,-402786.06157816673,False,False,0,0,0
2019-10-09 04:00:28,84.78279,133.73947,False,False,False,-420860.7153743555,-402738.28494693345,False,False,0,0,0
2019-10-09 04:30:27,84.78258,133.73303,False,False,False,-420922.9095813945,-402707.17476491525,False,False,0,0,0
2019-10-09 05:00:55,84.78228,133.72752,False,False,False,-420985.82211826456,-402689.82965550444,False,False,0,0,0
2019-10-09 05:30:26,84.78205,133.72374,False,False,False,-421030.9326367783,-402679.79120423,False,False,0,0,0
2019-10-09 06:00:26,84.78184,133.72055,False,False,False,-421070.2845107379,-402672.54233879753,False,False,0,0,0
2019-10-09 06:30:27,84.78152,133.71718,False,False,False,-421119.7720142996,-402672.4489468108,False,False,0,0,0
2019-10-09 07:00:28,84.7812,133.71478,False,False,False,-421162.44378003466,-402679.48133185843,False,False,0,0,0
2019-10-09 07:30:29,84.78085,133.71214,False,False,False,-421209.2229635372,-402687.0594424473,False,False,0,0,0
2019-10-09 08:00:55,84.78036,133.70897,False,False,False,-421271.01953234244,-402701.5304511889,False,False,0,0,0
2019-10-09 08:30:26,84.7797,133.70476,False,False,False,-421353.8399882642,-402721.45288145065,False,False,0,0,0
2019-10-09 09:00:25,84.77896,133.69957,False,False,False,-421450.00703740364,-402740.32331451605,False,False,0,0,0
2019-10-09 09:30:27,84.77822,133.69333,False,False,False,-421553.5618196973,-402751.4543063787,False,False,0,0,0
2019-10-09 10:00:28,84.77755,133.68643,False,False,False,-421656.11595837655,-402752.31601194874,False,False,0,0,0
2019-10-09 10:30:54,84.77694,133.6785,False,False,False,-421761.0752212386,-402740.95383540733,False,False,0,0,0
2019-10-09 11:00:26,84.77643,133.67076,False,False,False,-421856.63392187713,-402723.2653042534,False,False,0,0,0
2019-10-09 11:30:28,84.77599,133.66342,False,False,False,-421943.7344317659,-402703.1120195819,False,False,0,0,0
2019-10-09 12:00:26,84.77557,133.65637,False,False,False,-422027.18414550315,-402683.5387193361,False,False,0,0,0
2019-10-09 12:30:28,84.77516,133.6505,False,False,False,-422101.53524727013,-402671.87409794494,False,False,0,0,0
2019-10-09 13:00:28,84.77486,133.64439,False,False,False,-422168.69417063444,-402649.95978763554,False,False,0,0,0
2019-10-09 13:30:47,84.77462,133.63882,False,False,False,-422227.21396022686,-402627.3955176367,False,False,0,0,0
2019-10-09 14:00:27,84.7745,133.63377,False,False,False,-422272.38947759935,-402599.4177080541,False,False,0,0,0
2019-10-09 14:30:25,84.77452,133.62933,False,False,False,-422301.9715852304,-402565.1538824166,False,False,0,0,0
2019-10-09 15:00:26,84.77469,133.62532,False,False,False,-422316.41582983435,-402522.5111116431,False,False,0,0,0
2019-10-09 15:30:25,84.77495,133.62227,False,False,False,-422316.8436595822,-402480.017043388,False,False,0,0,0
2019-10-09 16:00:54,84.77534,133.61909,False,False,False,-422307.68126868655,-402426.5601795264,False,False,0,0,0
2019-10-09 16:30:26,84.77581,133.61586,False,False,False,-422292.40349447995,-402366.5800638953,False,False,0,0,0
2019-10-09 17:00:26,84.77632,133.61244,False,False,False,-422275.22326369263,-402302.12431924604,False,False,0,0,0
2019-10-09 17:30:27,84.77687,133.60881,False,False,False,-422256.27978793054,-402233.04629835393,False,False,0,0,0
2019-10-09 18:00:27,84.77745,133.60446,False,False,False,-422239.9592852711,-402156.3578737835,False,False,0,0,0
2019-10-09 18:30:26,84.77806,133.59979,False,False,False,-422223.4513349206,-402075.0078976828,False,False,0,0,0
2019-10-09 19:00:54,84.77864,133.59357,False,False,False,-422220.2318432809,-401984.54925542226,False,False,0,0,0
2019-10-09 19:30:25,84.77915,133.58621,False,False,False,-422230.6509223701,-401891.07965047745,False,False,0,0,0
2019-10-09 20:00:26,84.77958,133.57706,False,False,False,-422260.071518487,-401790.57501039543,False,False,0,0,0
2019-10-09 20:30:25,84.77997,133.56607,False,False,False,-422305.6040779725,-401679.5852680295,False,False,0,0,0
2019-10-09 21:00:25,84.78026,133.55385,False,False,False,-422367.815879873,-401567.2133926441,False,False,0,0,0
2019-10-09 21:30:27,84.78049,133.53935,False,False,False,-422450.8265010856,-401442.63422878797,False,False,0,0,0
2019-10-09 22:00:54,84.78069,133.52319,False,False,False,-422547.8550550837,-401308.10170266655,False,False,0,0,0
2019-10-09 22:30:26,84.78085,133.50597,False,False,False,-422655.50000754354,-401168.79946641566,False,False,0,0,0
2019-10-09 23:00:26,84.78098,133.48708,False,False,False,-422777.21641489683,-401019.44974924444,False,False,0,0,0
2019-10-09 23:30:25,84.78114,133.46695,False,False,False,-422905.12664559396,-400858.60830749193,False,False,0,0,0
2019-10-10 00:00:26,84.78135,133.44551,False,False,False,-423038.08730295405,-400684.21814025944,False,False,0,0,0
2019-10-10 00:30:26,84.78162,133.42355,False,False,False,-423169.7496639311,-400501.3425493283,False,False,0,0,0
2019-10-10 01:00:26,84.78196,133.40112,False,False,False,-423298.9434901014,-400309.5863778386,False,False,0,0,0
2019-10-10 01:30:55,84.78236,133.37816,False,False,False,-423426.88766157615,-400109.27600074606,False,False,0,0,0
2019-10-10 02:00:26,84.78278,133.35579,False,False,False,-423548.99876030814,-399911.7569733356,False,False,0,0,0
2019-10-10 02:30:25,84.78328,133.33263,False,False,False,-423670.03916891885,-399702.2369472454,False,False,0,0,0
2019-10-10 03:00:25,84.78387,133.3096,False,False,False,-423782.7664125981,-399486.75829038053,False,False,0,0,0
